ID,kdrama_name,actor,genre,platform,tags,network,episode
259,Dr. Ian,"['Kim Young Kwang', ' Sandara Park', ' Jung Ji Yoon', ' Choi Dae Sung', ' Kim Ho Chang', ' Lito']",['romance'],['N/A'],"['psychiatry', ' break up', ' web series', ' psychiatrist male lead', ' doctor male lead', ' psychology', ' doctorpatient relationship', ' healing', ' short length series', ' height difference ']",['Naver TV Cast'],9
260,Dr. Jin,"['Lee Bum Soo', ' Park Min Young', ' Song Seung Heon', ' Lee So Yeon', ' Kim Jae Joong', ' Jang Young Nam']","['historical', ' romance', ' medical', ' fantasy']",['Viki'],"['historical fiction', ' joseon dynasty', ' adapted from a manga', ' time travel ']",['MBC'],22
261,Dr. Kkang,"['Yang Dong Geun', ' Han Ga In', ' Lee Jong Hyuk', ' Kim Hye Ok', ' Kim Jeong Tae', ' Park Shi Eun']","['action', ' thriller', ' romance', ' medical']",['N/A'],"['secret crush', ' awkward male lead', ' eccentric male lead', ' strong female lead', ' nice male lead', ' motherson relationship', ' male chases female first', ' gangster male lead', ' introverted male lead', ' smart female lead ']",['MBC'],16
262,Dr. Park's Clinic,"['Lee Seo Jin', ' Ra Mi Ran', ' Cha Chung Hwa', ' Shin Eun Jung', ' Kim Kwang Gyu', ' Jung Hyung Suk']","['comedy', ' medical']",['N/A'],"['nurse supporting character', ' doctor supporting character', ' doctor male lead', ' married couple', ' web series', ' adapted from a webtoon ']",[nan],12
263,Dr. Romantic,"['Han Seok Kyu', ' Yoo Yeon Seok', ' Seo Hyun Jin', ' Choi Jin Ho', ' Yang Se Jong', ' Jang Hyuk Jin']","['romance', ' drama', ' medical']","['WeTV', ' SBS VOD', ' Viki']","['strong male lead', ' smart male lead', ' hardworking female lead', ' hardworking male lead', ' character development', ' smart female lead', ' bossemployee relationship', ' slow burn romance', ' trauma', ' male chases female first ']",['SBS'],20
264,Duel,"['Jung Jae Young', ' Kim Jung Eun', ' Yang Se Jong', ' Seo Eun Soo', ' Kim Ki Doo', ' Yoon Gyung Ho']","['thriller', ' mystery', ' scifi']",['N/A'],"['amnesia', ' human experimentation', ' kidnapping', ' tragic past', ' fatherdaughter relationship', ' bromance', ' investigation', ' suspense', ' revenge', ' murder ']",['OCN'],16
265,Dummy Mommy,"['Shin Hyun Joon', ' Ha Hee Ra', ' Kim Hyun Joo', ' Lee Se Na', ' Kim Tae Woo', ' Yang Eun Yong']","['comedy', ' drama', ' family', ' melodrama']",['N/A'],[nan],['SBS'],20
266,Eccentric! Chef Moon,"['Eric Mun', ' Go Won Hee', ' Cha Jung Won', ' Kil Hae Yeon', ' Cha Chung Hwa', ' Go Do Yeon']","['food', ' comedy', ' romance', ' melodrama']",['Viki'],"['amnesia', ' cooking', ' successful female lead', ' eccentric female lead', ' cohabitation', ' healing', ' village setting', ' countryside setting', ' fashion designer female lead', ' restaurateur male lead ']",['Channel A'],16
267,"Eight Days, Assassination Attempts against King Jeongjo","['Kim Sang Joong', ' Lee Sun Ho', ' Lee Dae Yeon', ' Jung Ae Ri', ' Park Chan Hwan', ' Park Soo Hyun']","['historical', ' mystery', ' drama']",['N/A'],"['historical fiction', ' miniseries', ' joseon dynasty', ' investigation ']",['CGV'],10
268,Emergency Couple,"['Song Ji Hyo', ' Choi Jin Hyuk', ' Lee Pil Mo', ' Choi Yeo Jin', ' Clara Lee', ' Chun Min Hee']","['comedy', ' romance', ' drama', ' medical']","['KDRAMA', ' Apple TV', ' Viki']","['blind date', ' dysfunctional family', ' bickering couple', ' second chance', ' marriage', ' lovehate relationship', ' exspouse relationship', ' doctor female lead', ' doctor male lead', ' resident doctor ']",['tvN'],21
269,Emperor of the Sea,"['Choi Soo Jong', ' Song Il Gook', ' Park Soo Ae', ' Chae Shi Ra', ' Kim Heung Soo', ' Chae Jung An']","['action', ' historical', ' drama', ' war']",['N/A'],"['swordfight', ' silla dynasty', ' historical fiction', ' strong female lead', ' melodrama ']",['KBS'],51
270,Empire of Gold,"['Go Soo', ' Son Hyun Joo', ' Lee Yo Won', ' Park Ji Il', ' Park Geun Hyung', ' Kwon Tae Won']","['business', ' drama', ' family']","['SBS World', ' Viki']","['workplace politics', ' greed', ' power struggle', ' ambition', ' revenge', ' murder ']",['SBS'],24
271,Empress Ki,"['Ha Ji Won', ' Ji Chang Wook', ' Joo Jin Mo', ' Baek Jin Hee', ' Jin Yi Han', ' Kim Seo Hyung']","['historical', ' romance', ' melodrama', ' political']","['Viki', ' Apple TV', ' Prime Video']","['smart female lead', ' strong female lead', ' power struggle', ' possessive male lead', ' love triangle', ' yuan dynasty', ' revenge', ' crossdressing', ' goryeo dynasty', ' female lead action scenes ']",['MBC'],51
272,Empress Myeongseong,"['Choi Myung Gil', ' Lee Mi Yeon', ' Lee Jin Woo', ' Lee In', ' Moon Geun Young', ' Hong Il Kwon']","['historical', ' drama']",['N/A'],[nan],['KBS'],124
273,Enchanting Neighbor,"['Yoon Hee Seok', ' Park Tam Hee', ' Yoon Son Ha', ' Seo Do Young', ' Shin Rin Ah', ' Choi Il Hwa']","['romance', ' family', ' melodrama']",['N/A'],"['soap opera', ' married couple', ' infidelity', ' revenge ']",['SBS'],120
274,Encounter,"['Song Hye Kyo', ' Park Bo Gum', ' Jang Seung Jo', ' Ko Chang Seok', ' Shin Jung Keun', ' Nam Ki Ae']","['business', ' romance', ' life', ' political']","['Viki', ' Netflix', ' Hulu', ' Apple TV']","['older womanyounger man', ' bossemployee relationship', ' nice male lead', ' selfish mother', ' filmed abroad', ' conglomerate', ' disapproving parent', ' steamy kiss', ' calm male lead', ' male chases female first ']",['tvN'],16
275,Endless Love,"['Ryu Soo Young', ' Hwang Jung Eum', ' Jung Kyung Ho', ' Jung Woong In', ' Shim Hye Jin', ' Jeon So Min']","['action', ' romance', ' drama', ' melodrama']",['Viki'],"['childhood friends relationship', ' death of a mother', ' brothers relationship', ' soap opera', ' death', ' murder', ' love triangle', ' friendship ']",['SBS'],37
276,Summer Scent,"['Song Seung Heon', ' Son Ye Jin', ' Ryu Jin', ' Han Ji Hye', ' Ha Jae Young', ' Shin Ae']","['romance', ' melodrama']",['N/A'],"['heart transplant', ' accident', ' summer', ' florist', ' love square', ' second chance', ' love triangle ']",['KBS'],20
277,Enemies from the Past,"['Choi Yoon Young', ' Gu Won', ' Go Na Yeon', ' Ahn Jae Mo', ' Han Jin Hee', ' Han Gap Soo']","['romance', ' family', ' melodrama']",['N/A'],"['hardworking female lead', ' soap opera', ' fatherdaughter relationship ']",['MBC'],123
278,Entertainer,"['Ji Sung', ' Lee Hye Ri', ' Kang Min Hyuk', ' Chae Jung An', ' Gong Myung', ' Lee Tae Sun']","['music', ' business', ' comedy', ' drama']","['SBS World', ' Viki']","['entertainment industry', ' band', ' unrequited love', ' bromance', ' idol supporting character', ' idol male lead', ' talent manager male lead', ' age gap drama life', ' age gap real life', ' older manyounger woman ']",['SBS'],18
279,Entourage,"['Seo Kang Joon', ' Jo Jin Woong', ' Lee Kwang Soo', ' Lee Dong Hwi', ' Park Jung Min', ' Jang So Yeon']","['business', ' comedy', ' drama']",['N/A'],"['nonmdl remake', ' entertainment industry', ' preproduced', ' friendship ']",['tvN'],16
280,Erexion,"['Choi Woo Suk', ' Jang Ji Won', ' Lee Ga Young', ' Jung Se In', ' Park Yoon Bae', ' Sung Ki Yoon']","['action', ' tokusatsu', ' scifi', ' fantasy']",['N/A'],[nan],['KBS'],26
